"No","Nombre","Tipo_recoleccion","Sitio","Ceramica","Litico","Area","Este","Norte","Observaciones"
"1","CDA12","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324569.010441376,276635.346289117,"Sin comentario"
"2","CDA11","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324583.769932635,276648.60902645,NA
"3","CDA10","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324598.18441788,276661.408167138,NA
"4","CDA9","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324613.081789293,276675.130217873,NA
"5","CDA8","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324627.890049741,276688.224944828,NA
"6","CDA7","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324642.24213058,276702.39236356,NA
"7","CDA6","Pozo de sondeo","Caminos de Calibio",1,0,0.16,324657.278731463,276715.761960714,NA
"8","CDA5","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324672.06580652,276729.90650243,NA
"9","CDA4","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324686.648426288,276743.166189415,NA
"10","CDA3","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324701.485060364,276756.353413586,NA
"11","CDA2","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324716.278892516,276770.070668913,NA
"12","CDA1","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324730.4656861,276783.589176518,NA
"13","CDB1","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324744.848566754,276768.393437452,NA
"14","CDB2","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324730.172599639,276755.416065689,NA
"15","CDB3","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324715.724056698,276742.018802793,NA
"16","CDB4","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324700.85086071,276728.897916142,NA
"17","CDB5","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324685.796016606,276714.907783976,NA
"18","CDB6","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324671.239391949,276701.753809026,NA
"19","CDB7","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324656.54448971,276688.426973562,NA
"20","CDB8","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324642.166985789,276674.548056906,NA
"21","CDB9","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324626.397006787,276661.523669201,NA
"22","CDB10","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324612.14950084,276647.402346146,NA
"23","CDB11","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324597.941352866,276634.339742813,NA
"24","CDB12","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324582.800451983,276621.260621789,NA
"25","CDC1","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324758.375082948,276754.215211949,NA
"26","CDC2","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324744.223620988,276740.784105156,NA
"27","CDC3","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324729.121304594,276727.401161307,NA
"28","CDC4","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324714.30920718,276713.947924044,NA
"29","CDC5","Pozo de sondeo","Caminos de Calibio",1,0,0.16,324699.895899609,276700.09898085,NA
"30","CDC6","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324685.274838858,276687.122687584,NA
"31","CDC7","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324670.564113167,276673.485474062,NA
"32","CDC8","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324655.873094487,276660.208172506,NA
"33","CDC9","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324641.321997574,276646.648601657,NA
"34","CDC10","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324626.481489069,276633.553814324,NA
"35","CDC11","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324611.287138768,276619.29329395,NA
"36","CDD1","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324769.766070647,276741.298168871,NA
"37","CDD2","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324756.097749151,276728.606159967,NA
"38","CDD3","Pozo de sondeo","Caminos de Calibio",3,0,0.16,324741.167724672,276715.283410611,NA
"39","CDD4","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324726.331279988,276701.53911957,NA
"40","CDD5","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324711.948634492,276688.36008488,NA
"41","CDD6","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324697.065297888,276674.31928427,NA
"42","CDD7","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324682.434183869,276660.470137555,NA
"43","CDD8","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324667.754949863,276647.804452716,NA
"44","CDD9","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324653.090320478,276634.26159061,NA
"45","CDD10","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324638.241665555,276620.395735467,NA
"46","CDD11","Pozo de sondeo","Caminos de Calibio",0,0,0.16,324623.675083713,276607.470152911,NA
"47","CDA1","Superficie","Caminos de Calibio",0,0,393.92,324730.343072857,276783.675911378,NA
"48","CDA2","Superficie","Caminos de Calibio",0,1,406.97,324715.959568459,276770.367356786,NA
"49","CDA3","Superficie","Caminos de Calibio",1,0,408.726,324701.279849562,276756.879461515,NA
"50","CDA4","Superficie","Caminos de Calibio",1,0,406.628,324686.594097362,276743.360550568,NA
"51","CDA5","Superficie","Caminos de Calibio",0,0,408.838,324671.886548822,276729.775896879,NA
"52","CDA6","Superficie","Caminos de Calibio",2,0,406.479,324657.131917597,276716.184939369,NA
"53","CDA7","Superficie","Caminos de Calibio",2,5,405.115,324642.412636589,276702.633252578,NA
"54","CDA8","Superficie","Caminos de Calibio",0,0,403.374,324627.715654266,276689.099873952,NA
"55","CDA9","Superficie","Caminos de Calibio",0,0,401.239,324613.062258591,276675.583109516,NA
"56","CDA10","Superficie","Caminos de Calibio",0,0,401.405,324598.38439389,276662.075355912,NA
"57","CDA11","Superficie","Caminos de Calibio",0,0,401.245,324583.685204754,276648.537045134,NA
"58","CDA12","Superficie","Caminos de Calibio",0,0,400.045,324568.990020631,276634.987789482,NA
"59","CDB1","Superficie","Caminos de Calibio",0,1,371.867,324744.246263287,276768.939119703,NA
"60","CDB2","Superficie","Caminos de Calibio",2,0,399.292,324730.12025912,276755.872772868,NA
"61","CDB3","Superficie","Caminos de Calibio",3,0,399.188,324715.41771283,276742.380810034,NA
"62","CDB4","Superficie","Caminos de Calibio",5,1,398.149,324700.72081559,276728.88925529,NA
"63","CDB5","Superficie","Caminos de Calibio",3,0,400.603,324685.960977914,276715.377089896,NA
"64","CDB6","Superficie","Caminos de Calibio",10,0,398.748,324671.191285668,276701.811489145,NA
"65","CDB7","Superficie","Caminos de Calibio",8,0,397.597,324656.452985035,276688.280303234,NA
"66","CDB8","Superficie","Caminos de Calibio",0,0,396.446,324641.738850732,276674.767332403,NA
"67","CDB9","Superficie","Caminos de Calibio",3,3,396.364,324627.019215596,276661.265373076,NA
"68","CDB10","Superficie","Caminos de Calibio",48,0,395.636,324612.295377837,276647.753899856,NA
"69","CDB11","Superficie","Caminos de Calibio",30,0,395.104,324597.573991682,276634.2437842,NA
"70","CDB12","Superficie","Caminos de Calibio",0,0,397.425,324582.903621243,276620.639820591,NA
"71","CDC1","Superficie","Caminos de Calibio",0,1,362.05,324757.997701776,276754.214679317,NA
"72","CDC2","Superficie","Caminos de Calibio",0,0,402.466,324744.015430277,276741.365198238,NA
"73","CDC3","Superficie","Caminos de Calibio",80,4,401.931,324729.276809644,276727.870203364,NA
"74","CDC4","Superficie","Caminos de Calibio",27,2,401.995,324714.554359236,276714.376722507,NA
"75","CDC5","Superficie","Caminos de Calibio",60,4,402.116,324699.822557192,276700.879626051,NA
"76","CDC6","Superficie","Caminos de Calibio",17,2,401.473,324685.090149954,276687.390005358,NA
"77","CDC7","Superficie","Caminos de Calibio",11,0,401.63,324670.361940237,276673.89839453,NA
"78","CDC8","Superficie","Caminos de Calibio",43,1,400.77,324655.628203663,276660.415492157,NA
"79","CDC9","Superficie","Caminos de Calibio",22,0,401.48,324640.905582645,276646.915301108,NA
"80","CDC10","Superficie","Caminos de Calibio",38,4,401.48,324626.162528722,276633.408601539,NA
"81","CDC11","Superficie","Caminos de Calibio",17,9,400.101,324611.431000222,276619.929824598,NA
"82","CDD1","Superficie","Caminos de Calibio",0,0,251.486,324769.64394052,276741.575019641,NA
"83","CDD2","Superficie","Caminos de Calibio",0,0,285.429,324755.767323222,276728.785287682,NA
"84","CDD3","Superficie","Caminos de Calibio",158,11,286.097,324741.069382738,276715.29345882,NA
"85","CDD4","Superficie","Caminos de Calibio",75,4,285.975,324726.323761503,276701.803321197,NA
"86","CDD5","Superficie","Caminos de Calibio",32,2,286.822,324711.597892659,276688.297437083,NA
"87","CDD6","Superficie","Caminos de Calibio",13,1,287.403,324696.881829898,276674.791559393,NA
"88","CDD7","Superficie","Caminos de Calibio",23,0,288.547,324682.158204523,276661.286474764,NA
"89","CDD8","Superficie","Caminos de Calibio",22,7,288.611,324667.446349843,276647.785703208,NA
"90","CDD9","Superficie","Caminos de Calibio",18,2,290.187,324652.727431217,276634.285876869,NA
"91","CDD10","Superficie","Caminos de Calibio",9,0,290.933,324637.989773739,276620.768741564,NA
"92","CDD11","Superficie","Caminos de Calibio",1,0,290.239,324623.273478627,276607.275175043,NA
"93","CDC12","Superficie","Caminos de Calibio",10,0,400.119,324596.782139029,276606.362245212,NA
"94","BRS30","Pozo de sondeo","El Broncazo",0,0,0.16,323422.234643998,271016.753507191,NA
"95","BRS4","Pozo de sondeo","El Broncazo",0,0,0.16,323515.614401116,270938.344493544,NA
"96","BRS25","Pozo de sondeo","El Broncazo",5,0,0.16,323432.932600375,271005.461473716,NA
"97","BRS26","Pozo de sondeo","El Broncazo",0,0,0.16,323442.58257976,271014.783044578,NA
"98","BRS27","Pozo de sondeo","El Broncazo",0,0,0.16,323452.943627978,271026.105912114,NA
"99","BRS28","Pozo de sondeo","El Broncazo",0,0,0.16,323442.470266626,271037.787077885,NA
"100","BRS21","Pozo de sondeo","El Broncazo",1,0,0.16,323473.668892498,271004.37504704,NA
"101","BRS22","Pozo de sondeo","El Broncazo",2,0,0.16,323463.129944992,271015.676330735,NA
"102","BRS23","Pozo de sondeo","El Broncazo",0,0,0.16,323453.085752367,271004.269675972,NA
"103","BRS24","Pozo de sondeo","El Broncazo",0,0,0.16,323443.724141119,270994.549177647,NA
"104","BRSI22","Pozo de sondeo","El Broncazo",1,4,0.16,323457.087156598,270980.156467871,NA
"105","BRSI23","Pozo de sondeo","El Broncazo",2,0,0.16,323450.255920733,270980.430448322,NA
"106","BRSI24","Pozo de sondeo","El Broncazo",0,0,0.16,323457.18809718,270986.56949273,NA
"107","BRSI25","Pozo de sondeo","El Broncazo",1,0,0.16,323447.693243761,270990.87360434,NA
"108","BRSI19","Pozo de sondeo","El Broncazo",0,0,0.16,323471.796083999,270964.460337996,NA
"109","BRSI2","Pozo de sondeo","El Broncazo",1,0,0.16,323512.720586254,270920.312282233,NA
"110","BRSI20","Pozo de sondeo","El Broncazo",0,0,0.16,323478.233618409,270964.366759743,NA
"111","BRSI21","Pozo de sondeo","El Broncazo",0,0,0.16,323474.694111886,270972.954321089,NA
"112","BRSI15","Pozo de sondeo","El Broncazo",2,1,0.16,323467.913884587,270968.72114632,NA
"113","BRSI16","Pozo de sondeo","El Broncazo",0,0,0.16,323461.737615386,270976.087558073,NA
"114","BRSI17","Pozo de sondeo","El Broncazo",1,1,0.16,323467.583098628,270975.296932213,NA
"115","BRSI18","Pozo de sondeo","El Broncazo",0,0,0.16,323478.28870679,270958.621760422,NA
"116","BRP9","Pozo de sondeo","El Broncazo",0,1,0.16,323498.016260002,270735.751593433,NA
"117","BRS9","Pozo de sondeo","El Broncazo",0,0,0.16,323505.149103169,270949.423267456,NA
"118","BRSI1","Pozo de sondeo","El Broncazo",1,1,0.16,323512.33482975,270912.717260064,NA
"119","BRSI10","Pozo de sondeo","El Broncazo",2,2,0.16,323481.62704611,270954.433692303,NA
"120","BRP15","Pozo de sondeo","El Broncazo",2,3,0.16,323519.51900709,270748.54423635,NA
"121","BRP16","Pozo de sondeo","El Broncazo",1,0,0.16,323504.260320221,270749.544729722,NA
"122","BRP17","Pozo de sondeo","El Broncazo",0,0,0.16,323510.513294687,270763.282253992,NA
"123","BRP18","Pozo de sondeo","El Broncazo",0,0,0.16,323525.780922819,270762.244547465,NA
"124","BRP11","Pozo de sondeo","El Broncazo",0,0,0.16,323529.372613689,270733.119440889,NA
"125","BRP12","Pozo de sondeo","El Broncazo",0,3,0.16,323544.490261452,270730.15426621,NA
"126","BRP13","Pozo de sondeo","El Broncazo",0,0,0.16,323550.901224488,270743.891443226,NA
"127","BRP14","Pozo de sondeo","El Broncazo",0,0,0.16,323535.868429734,270746.76399215,NA
"128","BRS16","Pozo de sondeo","El Broncazo",0,0,0.16,323484.511199834,270993.960250048,NA
"129","BRS25A","Pozo de sondeo","El Broncazo",2,1,0.16,323422.260117308,270994.492969133,NA
"130","BRP1","Pozo de sondeo","El Broncazo",5,1,0.16,323486.627053349,270710.025797292,NA
"131","BRP10","Pozo de sondeo","El Broncazo",3,10,0.16,323513.089057788,270734.816285992,NA
"132","BRS19A","Pozo de sondeo","El Broncazo",2,4,0.16,323444.272584778,270974.218935566,NA
"133","BRS24A","Pozo de sondeo","El Broncazo",4,1,0.16,323432.597322066,270983.993457232,NA
"134","BRS18A","Pozo de sondeo","El Broncazo",1,0,0.16,323456.898094276,270965.279000164,NA
"135","BRP3","Pozo de sondeo","El Broncazo",0,0,0.16,323516.187477411,270705.497051789,NA
"136","BRP30","Pozo de sondeo","El Broncazo",0,0,0.16,323561.774897777,270802.111167427,NA
"137","BRP31","Pozo de sondeo","El Broncazo",0,0,0.16,323545.834867995,270803.511001151,NA
"138","BRP32","Pozo de sondeo","El Broncazo",0,0,0.16,323529.234196077,270804.476080786,NA
"139","BRP26","Pozo de sondeo","El Broncazo",0,0,0.16,323539.367945957,270789.801611242,NA
"140","BRP27","Pozo de sondeo","El Broncazo",1,1,0.16,323555.269748634,270788.253545407,NA
"141","BRP28","Pozo de sondeo","El Broncazo",0,1,0.16,323570.106976904,270785.010614941,NA
"142","BRP29","Pozo de sondeo","El Broncazo",0,0,0.16,323576.135345629,270798.349700928,NA
"143","BRP22","Pozo de sondeo","El Broncazo",0,0,0.16,323548.774901354,270774.590496624,NA
"144","BRP23","Pozo de sondeo","El Broncazo",0,0,0.16,323532.499657817,270775.842454818,NA
"145","BRP24","Pozo de sondeo","El Broncazo",6,2,0.16,323516.635276564,270777.019780277,NA
"146","BRP25","Pozo de sondeo","El Broncazo",0,0,0.16,323522.906682432,270791.035160123,NA
"147","BRP19","Pozo de sondeo","El Broncazo",0,0,0.16,323542.148300563,270760.436375625,NA
"148","BRP2","Pozo de sondeo","El Broncazo",0,0,0.16,323500.277494584,270708.222264336,NA
"149","BRP20","Pozo de sondeo","El Broncazo",0,0,0.16,323557.31201623,270757.517525084,NA
"150","BRP21","Pozo de sondeo","El Broncazo",0,0,0.16,323563.761151553,270771.36603534,NA
"151","BRP44","Pozo de sondeo","El Broncazo",0,0,0.16,323570.454758816,270858.433380641,NA
"152","BRP45","Pozo de sondeo","El Broncazo",0,0,0.16,323554.300813303,270859.879848689,NA
"153","BRP46","Pozo de sondeo","El Broncazo",0,0,0.16,323540.165493816,270865.02190248,NA
"154","BRP47","Pozo de sondeo","El Broncazo",0,0,0.16,323532.451234019,270883.956912009,NA
"155","BRP40","Pozo de sondeo","El Broncazo",0,0,0.16,323534.006622639,270851.358534579,NA
"156","BRP41","Pozo de sondeo","El Broncazo",0,0,0.16,323548.178768733,270846.105230214,NA
"157","BRP42","Pozo de sondeo","El Broncazo",0,0,0.16,323564.425666936,270844.630820713,NA
"158","BRP43","Pozo de sondeo","El Broncazo",0,0,0.16,323580.486133794,270843.518182231,NA
"159","BRP37","Pozo de sondeo","El Broncazo",1,0,0.16,323558.023825261,270830.977030111,NA
"160","BRP38","Pozo de sondeo","El Broncazo",0,0,0.16,323541.712030192,270832.51633573,NA
"161","BRP39","Pozo de sondeo","El Broncazo",0,0,0.16,323527.464470504,270837.500969533,NA
"162","BRP4","Pozo de sondeo","El Broncazo",0,0,0.16,323531.518130005,270702.540848832,NA
"163","BRP33","Pozo de sondeo","El Broncazo",0,0,0.16,323535.76624532,270818.268665838,NA
"164","BRP34","Pozo de sondeo","El Broncazo",0,0,0.16,323551.957176682,270816.812944625,NA
"165","BRP35","Pozo de sondeo","El Broncazo",0,0,0.16,323568.149255681,270816.098684594,NA
"166","BRP36","Pozo de sondeo","El Broncazo",0,0,0.16,323574.05617912,270829.790140156,NA
"167","BRPI11","Pozo de sondeo","El Broncazo",10,5,0.16,323499.797581471,270739.888826848,NA
"168","BRPI11A","Pozo de sondeo","El Broncazo",14,1,0.16,323495.013964002,270740.627001996,NA
"169","BRSI12","Pozo de sondeo","El Broncazo",3,1,0.16,323469.343861566,270956.499836777,NA
"170","BRPI12","Pozo de sondeo","El Broncazo",1,1,0.16,323502.925436039,270735.37800568,NA
"171","BRP8","Pozo de sondeo","El Broncazo",1,0,0.16,323491.61432386,270722.032897054,NA
"172","BRPI1","Pozo de sondeo","El Broncazo",6,3,0.16,323485.048459896,270705.737579991,NA
"173","BRPI10","Pozo de sondeo","El Broncazo",4,1,0.16,323492.491306337,270735.603561333,NA
"174","BRSI11","Pozo de sondeo","El Broncazo",9,0,0.16,323467.713793594,270949.954890056,NA
"175","BRP51","Pozo de sondeo","El Broncazo",0,0,0.16,323566.938157793,270887.604864243,NA
"176","BRP52","Pozo de sondeo","El Broncazo",0,0,0.16,323552.512582264,270892.571178726,NA
"177","BRP6","Pozo de sondeo","El Broncazo",0,0,0.16,323522.570354882,270719.178678226,NA
"178","BRP7","Pozo de sondeo","El Broncazo",0,1,0.16,323506.42622176,270721.153392197,NA
"179","BRP48","Pozo de sondeo","El Broncazo",0,0,0.16,323546.204415402,270878.713353962,NA
"180","BRP49","Pozo de sondeo","El Broncazo",0,0,0.16,323560.666004208,270873.756184156,NA
"181","BRP5","Pozo de sondeo","El Broncazo",0,0,0.16,323537.81758568,270716.593484819,NA
"182","BRP50","Pozo de sondeo","El Broncazo",0,0,0.16,323576.21327665,270871.856278184,NA
"183","BRSI6","Pozo de sondeo","El Broncazo",9,0,0.16,323481.258164462,270933.21632133,NA
"184","BRSI7","Pozo de sondeo","El Broncazo",6,1,0.16,323488.838832959,270931.956329898,NA
"185","BRSI8","Pozo de sondeo","El Broncazo",5,0,0.16,323472.097140415,270945.160031628,NA
"186","BRSI9","Pozo de sondeo","El Broncazo",0,0,0.16,323479.38258156,270945.033540941,NA
"187","BRS30A","Pozo de sondeo","El Broncazo",3,1,0.16,323418.328796901,271020.595875259,NA
"188","BRS30B","Pozo de sondeo","El Broncazo",0,1,0.16,323414.457291256,271024.659479295,NA
"189","BRSI4","Pozo de sondeo","El Broncazo",3,2,0.16,323488.553907115,270925.545591328,NA
"190","BRSI5","Pozo de sondeo","El Broncazo",1,3,0.16,323480.739710734,270926.457661906,NA
"191","BRSI26","Pozo de sondeo","El Broncazo",0,0,0.16,323439.762636522,270990.873203828,NA
"192","BRSI27","Pozo de sondeo","El Broncazo",27,1,0.16,323428.505574679,271009.172056165,NA
"193","BRSI28","Pozo de sondeo","El Broncazo",0,0,0.16,323437.261276002,271008.614403795,NA
"194","BRSI3","Pozo de sondeo","El Broncazo",0,0,0.16,323519.707322023,270921.012214392,NA
"195","BRPI4","Pozo de sondeo","El Broncazo",1,2,0.16,323491.054124285,270709.219821918,NA
"196","BRPI5","Pozo de sondeo","El Broncazo",6,1,0.16,323490.02842812,270718.283952135,NA
"197","BRPI6","Pozo de sondeo","El Broncazo",6,0,0.16,323486.512838252,270723.240673863,NA
"198","BRPI7","Pozo de sondeo","El Broncazo",0,9,0.16,323493.612892112,270726.157572638,NA
"199","BRPI2","Pozo de sondeo","El Broncazo",2,0,0.16,323481.649315094,270711.003724788,NA
"200","BRPI20","Pozo de sondeo","El Broncazo",9,1,0.16,323518.595690927,270781.22223203,NA
"201","BRPI3","Pozo de sondeo","El Broncazo",1,1,0.16,323488.058131324,270714.077654317,NA
"202","BRPI21","Pozo de sondeo","El Broncazo",0,0,0.16,323521.077432168,270776.618316522,NA
"203","BRPI15","Pozo de sondeo","El Broncazo",2,3,0.16,323517.774939995,270743.846824745,NA
"204","BRPI17","Pozo de sondeo","El Broncazo",0,4,0.16,323520.919857339,270752.812912691,NA
"205","BRPI18","Pozo de sondeo","El Broncazo",1,1,0.16,323523.852606526,270747.836291315,NA
"206","BRPI19","Pozo de sondeo","El Broncazo",2,0,0.16,323514.905641305,270772.682177564,NA
"207","BRPI12A","Pozo de sondeo","El Broncazo",1,1,0.16,323489.257755744,270731.271687497,NA
"208","BRPI13","Pozo de sondeo","El Broncazo",0,0,0.16,323506.212537711,270753.620201125,NA
"209","BRSI14","Pozo de sondeo","El Broncazo",0,0,0.16,323462.071560109,270958.00683895,NA
"210","BRPI14","Pozo de sondeo","El Broncazo",9,4,0.16,323508.376716538,270749.035754904,NA
"211","BRS19","Pozo de sondeo","El Broncazo",5,2,0.16,323453.93763971,270983.591181648,NA
"212","BRS1A","Pozo de sondeo","El Broncazo",0,1,0.16,323509.397709171,270902.224938293,NA
"213","BRS2","Pozo de sondeo","El Broncazo",11,3,0.16,323515.888182223,270917.574007887,NA
"214","BRS20","Pozo de sondeo","El Broncazo",0,0,0.16,323463.307602674,270992.894687767,NA
"215","BRS14","Pozo de sondeo","El Broncazo",2,0,0.16,323474.522111803,270961.341465904,NA
"216","BRS15","Pozo de sondeo","El Broncazo",0,0,0.16,323484.322401276,270971.515661387,NA
"217","BRS17","Pozo de sondeo","El Broncazo",0,0,0.16,323473.744735531,270982.353525523,NA
"218","BRS18","Pozo de sondeo","El Broncazo",1,0,0.16,323464.28993003,270972.503278152,NA
"219","BRS10","Pozo de sondeo","El Broncazo",0,0,0.16,323494.786641753,270960.399888319,NA
"220","BRS11","Pozo de sondeo","El Broncazo",0,5,0.16,323485.154488468,270950.318127496,NA
"221","BRS12","Pozo de sondeo","El Broncazo",15,7,0.16,323474.891365637,270942.170447659,NA
"222","BRS13","Pozo de sondeo","El Broncazo",7,3,0.16,323465.151363682,270954.109656894,NA
"223","BRPI8","Pozo de sondeo","El Broncazo",0,3,0.16,323496.274288258,270721.287980875,NA
"224","BRPI9","Pozo de sondeo","El Broncazo",0,0,0.16,323496.102534196,270731.349078322,NA
"225","BRPI16","Pozo de sondeo","El Broncazo",6,5,0.16,323515.587776235,270749.143610333,NA
"226","BRS1","Pozo de sondeo","El Broncazo",0,0,0.16,323504.520172216,270906.236399949,NA
"227","BRS5","Pozo de sondeo","El Broncazo",0,0,0.16,323505.227088234,270928.133910043,NA
"228","BRS6","Pozo de sondeo","El Broncazo",3,0,0.16,323496.324101593,270920.116414482,NA
"229","BRS7","Pozo de sondeo","El Broncazo",3,0,0.16,323484.99257946,270929.089436589,NA
"230","BRS8","Pozo de sondeo","El Broncazo",4,0,0.16,323495.656785776,270939.239394894,NA
"231","BRS29","Pozo de sondeo","El Broncazo",0,0,0.16,323432.722920612,271025.647998888,NA
"232","BRS3","Pozo de sondeo","El Broncazo",0,0,0.16,323526.285478913,270927.775276377,NA
"233","BRCorte 1","Corte","El Broncazo",NA,NA,NA,323497.254929135,270733.52679736,NA
"234","MO001","Pozo de sondeo","Molanga",0,0,0.16,322702.78955051,269342.980765602,NA
"235","MO002","Pozo de sondeo","Molanga",0,0,0.16,322701.794785977,269346.982758432,NA
"236","MO003","Pozo de sondeo","Molanga",NA,NA,0.16,322704.809833488,269352.97713592,NA
"237","MO004","Pozo de sondeo","Molanga",0,0,0.16,322704.810510853,269356.977074583,NA
"238","MO005","Pozo de sondeo","Molanga",0,0,0.16,322701.817167191,269360.982605374,NA
"239","MO006","Pozo de sondeo","Molanga",0,0,0.16,322691.792798913,269344.99794352,NA
"240","MO007","Pozo de sondeo","Molanga",0,0,0.16,322693.80001873,269349.994470178,NA
"241","MO008","Pozo de sondeo","Molanga",0,0,0.16,322694.803489218,269351.993612566,NA
"242","MO009","Pozo de sondeo","Molanga",0,0,0.16,322693.814666103,269358.994551432,NA
"243","MO010","Pozo de sondeo","Molanga",NA,NA,0.16,322688.791375248,269344.003398397,NA
"244","MO011","Pozo de sondeo","Molanga",0,0,0.16,322690.800430956,269350.999296102,NA
"245","MO012","Pozo de sondeo","Molanga",0,0,0.16,322693.8096644,269355.993921093,NA
"246","MO013","Pozo de sondeo","Molanga",0,0,0.16,322691.816379212,269359.998355122,NA
"247","MO014","Pozo de sondeo","Molanga",0,0,0.16,322685.792382,269345.00720299,NA
"248","MO015","Pozo de sondeo","Molanga",0,0,0.16,322687.801258819,269350.004589889,NA
"249","MO016","Pozo de sondeo","Molanga",0,0,0.16,322688.808183085,269355.006332397,NA
"250","MO017","Pozo de sondeo","Molanga",0,0,0.16,322690.815961418,269359.999196873,NA
"251","MO018","Pozo de sondeo","Molanga",0,0,0.16,322683.794334443,269346.009974852,NA
"252","MO019","Pozo de sondeo","Molanga",0,0,0.16,322686.80471397,269352.00546514,NA
"253","MO020","Pozo de sondeo","Molanga",0,0,0.16,322686.81014522,269356.004576576,NA
"254","MO021","Pozo de sondeo","Molanga",0,0,0.16,322683.818577284,269361.009486323,NA
"255","MO022","Pozo de sondeo","Molanga",0,0,0.16,322679.791171487,269344.0163989,NA
"256","MO023","Pozo de sondeo","Molanga",0,0,0.16,322679.799190304,269349.016272389,NA
"257","MO024","Pozo de sondeo","Molanga",0,0,0.16,322679.807998113,269354.015618594,NA
"258","MO025","Pozo de sondeo","Molanga",0,0,0.16,322678.816998381,269360.017015477,NA
"259","MO026","Pozo de sondeo","Molanga",0,0,0.16,322678.823179508,269364.017708028,NA
"260","MO027","Pozo de sondeo","Molanga",0,0,0.16,322666.796184373,269346.036581719,NA
"261","MO028","Pozo de sondeo","Molanga",0,0,0.16,322666.809133179,269355.036498897,NA
"262","MO029","Pozo de sondeo","Molanga",0,0,0.16,322670.814399305,269358.029437794,NA
"263","MO030","Pozo de sondeo","Molanga",0,0,0.16,322670.824641093,269365.029034902,NA
"264","MO031","Pozo de sondeo","Molanga",0,0,0.16,322672.870068021,269365.027876012,NA
"265","MO032","Pozo de sondeo","Molanga",0,0,0.16,322664.792599007,269344.038843318,NA
"266","MO033","Pozo de sondeo","Molanga",0,0,0.16,322662.810611761,269356.04504389,NA
"267","MO034","Pozo de sondeo","Molanga",0,0,0.16,322660.821626497,269363.044702009,NA
"268","MO035","Pozo de sondeo","Molanga",0,0,0.16,322658.834365974,269371.047338355,NA
"269","MO036","Pozo de sondeo","Molanga",0,0,0.16,322645.806918437,269353.067750348,NA
"270","MO037","Pozo de sondeo","Molanga",0,0,0.16,322647.820595989,269362.065765682,NA
"271","MO038","Pozo de sondeo","Molanga",0,0,0.16,322704.674616822,269268.981883399,NA
"272","MO039","Pozo de sondeo","Molanga",0,0,0.16,322709.680273535,269271.97320462,NA
"273","MO040","Pozo de sondeo","Molanga",0,0,0.16,322716.674190782,269268.962777685,NA
"274","MO041","Pozo de sondeo","Molanga",0,0,0.16,322720.67285735,269267.95682971,NA
"275","MO042","Pozo de sondeo","Molanga",0,0,0.16,322726.670735583,269266.947691413,NA
"276","MO043","Pozo de sondeo","Molanga",0,0,0.16,322729.666336198,269263.942788178,NA
"277","MO044","Pozo de sondeo","Molanga",NA,NA,0.16,322734.662513931,269261.93587403,NA
"278","MO045","Pozo de sondeo","Molanga",0,0,0.16,322739.66127612,269260.928044481,NA
"279","MO046","Pozo de sondeo","Molanga",0,0,0.16,322743.656446579,269257.921445148,NA
